start_station_id,start_station_name,gbfs_name,gbfs_id
5869.04,Huron St & Franklin St,Huron St & Franklin St,66dd20eb-0aca-11e7-82f6-3863bb44ef7c
6542.05,99 St & 35 Ave,99 St & 35 Ave,1835247745828931742
6191.04,62 St & 43 Ave,62 St & 43 Ave,a45a712c-1e3d-4fee-bef8-adafafd80670
4695.04,Irving Ave & Halsey St,Irving Ave & Halsey St,4cfd4097-0aee-4f11-9aea-55f99397bf33
6215.04,W 25 St & 6 Ave,W 25 St & 6 Ave,66dc2995-0aca-11e7-82f6-3863bb44ef7c
6004.06,E 27 St & 1 Ave,E 27 St & 1 Ave,66dc9223-0aca-11e7-82f6-3863bb44ef7c
6171.02,111 St & 53 Ave,111 St & 53 Ave,1859811213834095332
5365.02,Columbia St & Rivington St,Columbia St & Rivington St,66dba0ba-0aca-11e7-82f6-3863bb44ef7c
4898.02,Irving Ave & DeKalb Ave,Irving Ave & DeKalb Ave,d5d589e6-457f-4cd4-bf78-59165dce28b2
5980.10,E 17 St & Broadway,E 17 St & Broadway,1975518396279321266
5593.01,E 1 St & 1 Ave,E 1 St & 1 Ave,7b0227aa-bbf5-4731-a49a-765b4afac483
5626.13,St Marks Pl & 1 Ave,St Marks Pl & 1 Ave,66dc1702-0aca-11e7-82f6-3863bb44ef7c
6039.06,Washington St & Gansevoort St,Washington St & Gansevoort St,66dbf215-0aca-11e7-82f6-3863bb44ef7c
5300.05,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,66dcf922-0aca-11e7-82f6-3863bb44ef7c
5145.02,Albany St & Greenwich St,Albany St & Greenwich St,3e9e50cc-f336-439f-bd0b-dec5499c038d
5105.09,Liberty St & Nassau St,Liberty St & Nassau St,e72f0aec-2293-4636-988c-b9d30df092f8
6276.05,Skillman Ave & 54 St,Skillman Ave & 54 St,b9c209b2-6284-4f5a-a32a-680ef9da1c1f
6248.08,5 Ave & E 30 St,5 Ave & E 30 St,5c3c345d-1975-400d-a9d8-18815816886e
6787.02,30 Ave & 80 St,30 Ave & 80 St,1828967346753327602
6398.06,W 37 St & 5 Ave,W 37 St & 5 Ave,66dc4b4c-0aca-11e7-82f6-3863bb44ef7c
7931.05,E 160 St & Tinton Ave,E 160 St & Tinton Ave,cda60c6d-80f3-41b7-8ece-fe997f6dafb5
5955.12,Perry St & Greenwich Ave,Perry St & Greenwich Ave,00d3e65e-b614-4408-aaa9-939ed96ce645
6115.06,Hudson St & W 13 St,Hudson St & W 13 St,0c923abb-298a-4a47-b132-9fae73cc59e6
8085.13,Harlem River Dr & W 155 St,Harlem River Dr & W 155 St,676b7b4d-b1c0-4c97-8ac3-5fe665e51108
6025.08,39 St & 50 Ave,39 St & 50 Ave,fda18503-7488-4b91-b74c-949a90401e83
8088.01,E 167 St & Clay Ave,E 167 St & Clay Ave,fbb2d76c-1d47-4fb1-9c07-622fcace38a5
8018.09,W 146 St & Broadway,W 146 St & Broadway,1d8e51b0-8131-4c1f-93fb-f04952c157c0
4157.10,Bergen St & Vanderbilt Ave,Bergen St & Vanderbilt Ave,8caf71df-76c3-43fb-be98-d555d2291460
5235.10,Driggs Ave & S 2 St,Driggs Ave & S 2 St,1786696780996714874
5096.12,Peck Slip & South St,Peck Slip & South St,014a931b-8e1c-438a-8a22-f267ddd1e0d2
3579.04,Windsor Pl & Howard Pl,Windsor Pl & Howard Pl,993fc83f-52c6-43f4-bb49-4abe4ad48150
7540.05,Pleasant Ave & E 116 St,Pleasant Ave & E 116 St,1960021056359127624
7667.04,Madison Ave & E 120 St,Madison Ave & E 120 St,bacfe3c2-7946-45ed-91f9-f5b91791de75
6450.05,8 Ave & W 31 St,8 Ave & W 31 St,66ddbd20-0aca-11e7-82f6-3863bb44ef7c
6148.02,W 17 St & 8 Ave,W 17 St & 8 Ave,66db28b5-0aca-11e7-82f6-3863bb44ef7c
5506.14,E 6 St & Ave D,E 6 St & Ave D,66dbf4ac-0aca-11e7-82f6-3863bb44ef7c
6602.05,W 42 St & 8 Ave,W 42 St & 8 Ave,66dc85bb-0aca-11e7-82f6-3863bb44ef7c
8745.01,Marble Hill Ave & W 225 St,Marble Hill Ave & W 225 St,1869753654337059182
8806.01,W 230 St & Marble Hill Ave,W 230 St & Marble Hill Ave,1861681435029604706
3847.04,Carroll St & Franklin Ave,Carroll St & Franklin Ave,b90574d1-e9e7-45be-8adb-e38cb285fea5
4962.08,Broad St & Bridge St,Broad St & Bridge St,66db447a-0aca-11e7-82f6-3863bb44ef7c
5669.10,St Marks Pl & 2 Ave,St Marks Pl & 2 Ave,66db3ba0-0aca-11e7-82f6-3863bb44ef7c
6700.01,W 52 St & 5 Ave,W 52 St & 5 Ave,66dc80b4-0aca-11e7-82f6-3863bb44ef7c
7595.17,Columbus Ave & W 103 St,Columbus Ave & W 103 St,66dde8ac-0aca-11e7-82f6-3863bb44ef7c
6416.06,W 29 St & 9 Ave,W 29 St & 9 Ave,66dc7c31-0aca-11e7-82f6-3863bb44ef7c
7781.10,E 142 St & 3 Ave,E 142 St & 3 Ave,10c13fe2-34cb-4aff-bea1-4f5ce877769b
7735.05,5 Ave & W 131 St,5 Ave & W 131 St,dad39e68-53f5-47c2-87e2-b1cc0e34f90f
5065.10,Maiden Ln & Pearl St,Maiden Ln & Pearl St,66db460d-0aca-11e7-82f6-3863bb44ef7c
5569.07,W Broadway & Watts St,W Broadway & Watts St,7d5fa1f0-4069-4d5d-b735-5d500597394a
8655.02,Dyckman St & Staff St,Dyckman St & Staff St,53ef19c6-eaa7-47f7-807e-f51b574b1be0
3400.04,Rogers Ave & Lenox Rd,Rogers Ave & Lenox Rd,1817627670084542818
5168.04,Grove St & Fresh Pond Rd,Grove St & Fresh Pond Rd,3bf91ca1-14fd-4e51-858e-36a203f1af2a
5216.07,Vesey St & Greenwich St,Vesey St & Greenwich St,1989279523593928720
4993.02,Pearl St & Hanover Square,Pearl St & Hanover Square,66dbf667-0aca-11e7-82f6-3863bb44ef7c
4116.08,Prospect Pl & Underhill Ave,Prospect Pl & Underhill Ave,69f84045-48f9-4c6c-90d3-0503e5ed39e9
5636.13,E 1 St & Bowery,E 1 St & Bowery,4168e5a4-c7ec-4045-bfc8-84ac5edbe845
8198.05,Shakespeare Ave & W 169 St,Shakespeare Ave & W 169 St,b96507c5-7c90-499d-9c45-58f25d6f636a
7463.09,E 103 St & Lexington Ave,E 103 St & Lexington Ave,66de2a00-0aca-11e7-82f6-3863bb44ef7c
5176.04,Bleecker St & Forest Ave,Bleecker St & Forest Ave,9a37d8a1-990b-484c-9603-262dbd1165cc
4979.07,Knickerbocker Ave & George St,Knickerbocker Ave & George St,7af717b9-99ce-4cce-94b4-b445a40537a1
4710.06,Jay St & Tech Pl,Jay St & Tech Pl,66dbebad-0aca-11e7-82f6-3863bb44ef7c
5034.03,Menahan St & Onderdonk Ave,Menahan St & Onderdonk Ave,8f3a6711-fd05-4ce1-acf8-9d72b4a1bf97
6493.03,34 Ave & 71 St,34 Ave & 71 St,1834145064843958330
5137.11,Fulton St & William St,Fulton St & William St,66db7637-0aca-11e7-82f6-3863bb44ef7c
4419.03,Washington Ave & Greene Ave,Washington Ave & Greene Ave,66db5d92-0aca-11e7-82f6-3863bb44ef7c
6650.07,E 55 St & 2 Ave,E 55 St & 2 Ave,66dbe7b6-0aca-11e7-82f6-3863bb44ef7c
7458.09,W 90 St & Amsterdam Ave,W 90 St & Amsterdam Ave,1960019951675478680
4357.01,Moffat St & Bushwick,Moffat St & Bushwick,d473f31f-68f2-4777-a364-ed127db04345
3448.02,Parkside Ave & Ocean Ave,Parkside Ave & Ocean Ave,1814900353536621062
7952.02,Cauldwell Ave & E 161 St,Cauldwell Ave & E 161 St,493850bd-125b-49f5-932b-bf999504fb06
5262.09,Madison St & Montgomery St,Madison St & Montgomery St,66db64d1-0aca-11e7-82f6-3863bb44ef7c
5523.02,Stanton St & Chrystie St,Stanton St & Chrystie St,66db4671-0aca-11e7-82f6-3863bb44ef7c
6290.13,79 St & Roosevelt Ave,79 St & Roosevelt Ave,1843486189591985058
8176.01,W 160 St & Riverside Dr,W 160 St & Riverside Dr,1927314940904608224
6518.13,34 Ave & 83 St,34 Ave & 83 St,2009671276352543716
4485.10,Clifton Pl & Bedford Ave,Clifton Pl & Bedford Ave,1945126147213275898
7304.08,W 82 St & Central Park W,W 82 St & Central Park W,66dd9213-0aca-11e7-82f6-3863bb44ef7c
3620.02,Windsor Pl & 8 Ave,Windsor Pl & 8 Ave,0cc38ba1-4625-4821-9a6f-e490525cbce2
6429.01,Queens Plaza North & Crescent St,Queens Plaza North & Crescent St,66dd2811-0aca-11e7-82f6-3863bb44ef7c
7159.08,Astoria Park S & Shore Blvd,Astoria Park S & Shore Blvd,fc774664-3c9b-4a8f-a79e-f6907db00a1d
6889.12,E 72 St & York Ave,E 72 St & York Ave,66dd491c-0aca-11e7-82f6-3863bb44ef7c
6267.08,65 St & Roosevelt Ave,65 St & Roosevelt Ave,d7f55e1b-12db-49d1-9cd8-4fb464745841
3280.04,Fort Hamilton Pkwy & E 2 St,Fort Hamilton Pkwy & E 2 St,40fd82d6-c0e9-4876-adfb-816140ecfc39
6432.08,Park Ave & E 41 St,Park Ave & E 41 St,66dc7f02-0aca-11e7-82f6-3863bb44ef7c
5329.08,Murray St & West St,Murray St & West St,1286480d-5d6d-4a47-9fac-e156dba2b6fc
6765.01,12 Ave & W 40 St,12 Ave & W 40 St,66dc7d58-0aca-11e7-82f6-3863bb44ef7c
6677.03,32 Ave & 81 St,32 Ave & 81 St,1828967607558607844
6887.03,35 St & 30 Ave,35 St & 30 Ave,0de1f95f-8b1b-4e5e-9eff-73c63265b0ab
6603.07,78 St & Northern Blvd,78 St & Northern Blvd,1869754143518014264
3368.04,Caton Ave & Bedford Ave,Caton Ave & Bedford Ave,1817431953833509324
6560.01,Broadway & W 41 St,Broadway & W 41 St,66dc292c-0aca-11e7-82f6-3863bb44ef7c
7587.16,W 111 St & 5 Ave,W 111 St & 5 Ave,0f51cb84-e386-44ac-947f-a969f7617d17
7014.12,Broadway & W 61 St,Broadway & W 61 St,72196024-6f2b-45cb-9764-609911c7dc0b
6155.03,Corona Ave & 92 St,Corona Ave & 92 St,1846085836152179090
7606.01,W 106 St & Central Park W,W 106 St & Central Park W,66de077f-0aca-11e7-82f6-3863bb44ef7c
6998.08,E 72 St & Park Ave,E 72 St & Park Ave,66dd41ef-0aca-11e7-82f6-3863bb44ef7c
5125.03,S 5 Pl & S 5 St,S 5 Pl & S 5 St,66dc8768-0aca-11e7-82f6-3863bb44ef7c
5515.02,E 2 St & Ave B,E 2 St & Ave B,66db6aae-0aca-11e7-82f6-3863bb44ef7c
6323.11,Ithaca St & Baxter Ave,Ithaca St & Baxter Ave,1843486390605672640
6638.08,34 Ave & 38 St,34 Ave & 38 St,2025623258130320038
3161.02,46 St & 6 Ave,46 St & 6 Ave,7155b0a6-2545-4b02-ae8c-9c0c4220f8c3
4383.06,Hancock St & Stuyvesant Ave,Hancock St & Stuyvesant Ave,e34bb92f-6911-449a-999b-5bc80e0322fe
4028.04,4 Ave & 3 St,4 Ave & 3 St,d1138533-504c-4d29-b71c-299e1d31f159
5962.04,56 Ave & 92 St,56 Ave & 92 St,1846086362824884662
3202.06,48 St & 5 Ave,48 St & 5 Ave,328d778a-7e71-4240-acae-b84f0fdaa5c5
8111.04,Gerard Ave & E 165 St,Gerard Ave & E 165 St,0f536c08-dde3-40af-a66d-1fe1e7edecd2
5433.04,Frost St & Debevoise Ave,Frost St & Debevoise Ave,a958a8af-a0cc-4bca-9114-93c74ce3c693
6860.12,E 65 St & 2 Ave,E 65 St & 2 Ave,66de2707-0aca-11e7-82f6-3863bb44ef7c
6836.07,34 Ave & 13 St,34 Ave & 13 St,ec42fb3a-af54-46aa-a8b3-b17d72ed4475
5198.04,Market St & Cherry St,Market St & Cherry St,66dbf362-0aca-11e7-82f6-3863bb44ef7c
6520.06,43 St & 35 Ave,43 St & 35 Ave,e3e6105e-eaa2-43c5-badb-fb8592ad7227
8555.05,Loring Pl North & W 183 St,Loring Pl North & W 183 St,47da6ab2-c841-4f2d-97ef-dd8d441c96b1
4816.02,Myrtle Ave & Linden St,Myrtle Ave & Linden St,6c3b486e-603c-4158-91ac-adc06ac01535
4371.01,Warren St & Smith St,Warren St & Smith St,33840944-aa92-4d91-9de8-d29e5cd0b2d9
4895.09,Jay St & York St,Jay St & York St,43eac213-4603-4bc2-b6d6-b45013396282
4143.04,3 Ave & Carroll St,3 Ave & Carroll St,bdcbd89b-9ae0-461b-aa1d-7db7ead07400
7432.09,W 89 St & Columbus Ave,W 89 St & Columbus Ave,66dde079-0aca-11e7-82f6-3863bb44ef7c
5021.05,Kent Ave & Division Ave,Kent Ave & Division Ave,c7604869-5b55-40cf-812e-fc97901bdf14
6399.06,86 St & 37 Ave,86 St & 37 Ave,1828968082192898522
5170.01,Stagg St & Morgan Ave,Stagg St & Morgan Ave,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8
5382.06,Grand St & Elizabeth St,Grand St & Elizabeth St,66de85d2-0aca-11e7-82f6-3863bb44ef7c
6164.09,Lexington Ave & E 29 St,Lexington Ave & E 29 St,66dc8bfd-0aca-11e7-82f6-3863bb44ef7c
6462.19,28 St & 41 Ave,28 St & 41 Ave,9a40cb60-6ede-4c9e-9d64-dc55cae57f31
4856.05,Irving Ave & Harman St,Irving Ave & Harman St,45e8c326-b12d-4be6-b040-bb6de9986d25
4437.09,Nevins St & Schermerhorn St,Nevins St & Schermerhorn St,e25f8dee-c110-489f-a978-464ac5c84ca2
6432.11,E 40 St & Park Ave,E 40 St & Park Ave,c638ec67-9ac0-416f-944f-619926144931
4620.02,Adelphi St & Myrtle Ave,Adelphi St & Myrtle Ave,66db5c14-0aca-11e7-82f6-3863bb44ef7c
6617.09,E 53 St & Lexington Ave,E 53 St & Lexington Ave,66dbcdfc-0aca-11e7-82f6-3863bb44ef7c
5476.03,E 2 St & Ave C,E 2 St & Ave C,66db2f4c-0aca-11e7-82f6-3863bb44ef7c
4789.03,Clark St & Henry St,Clark St & Henry St,66dbeb1b-0aca-11e7-82f6-3863bb44ef7c
5406.02,Rivington St & Ridge St,Rivington St & Ridge St,66dbc37a-0aca-11e7-82f6-3863bb44ef7c
8636.04,Dyckman St & Henshaw St,Dyckman St & Henshaw St,89ff4db3-8a29-4565-a366-6fea4b3afc39
3303.03,Caton Ave & Argyle Rd,Caton Ave & Argyle Rd,1796642668661690940
5391.06,Lispenard St & Broadway,Lispenard St & Broadway,66db4351-0aca-11e7-82f6-3863bb44ef7c
4134.06,Berkeley Pl & 6 Ave,Berkeley Pl & 6 Ave,66de110b-0aca-11e7-82f6-3863bb44ef7c
7602.05,Lenox Ave & W 111 St,Lenox Ave & W 111 St,0e003543-3656-448f-8a93-029d265f2e26
6224.06,8 Ave & W 24 St,8 Ave & W 24 St,1d440638-ec50-4ccb-9a82-0e3247a87c63
5947.04,W 13 St & 5 Ave,W 13 St & 5 Ave,eafa19ed-88c2-4efc-bd73-3961f85b6063
5270.05,Pike St & E Broadway,Pike St & E Broadway,66db6889-0aca-11e7-82f6-3863bb44ef7c
3955.05,4 Ave & 9 St,4 Ave & 9 St,66de4f9c-0aca-11e7-82f6-3863bb44ef7c
6718.02,77 St & 31 Ave,77 St & 31 Ave,1828966626550010820
7701.21,5 Ave & W 126 St,5 Ave & W 126 St,1d130e43-0408-4423-bb52-77a08372cefa
5303.08,Canal St & Rutgers St,Canal St & Rutgers St,66db6f2e-0aca-11e7-82f6-3863bb44ef7c
6830.02,E 63 St & 3 Ave,E 63 St & 3 Ave,199ea9dd-8f7e-4e05-a730-55edaacd8787
4680.05,Bushwick Ave & Dekalb Ave,Bushwick Ave & Dekalb Ave,a3d72b5b-9587-4f33-9722-c01e20a9b358
7314.03,21 St & 21 Ave,21 St & 21 Ave,bc346753-b68a-4cb3-b93f-b0be68227eae
3874.01,5 St & 6 Ave,5 St & 6 Ave,66de5095-0aca-11e7-82f6-3863bb44ef7c
4614.04,Atlantic Ave & Furman St,Atlantic Ave & Furman St,66dbef15-0aca-11e7-82f6-3863bb44ef7c
6608.09,E 54 St & 1 Ave,E 54 St & 1 Ave,0138452a-b9f4-4aee-80b0-7fae9a122ffe
6762.02,E 58 St & 3 Ave,E 58 St & 3 Ave,66db6e49-0aca-11e7-82f6-3863bb44ef7c
6224.05,W 20 St & 8 Ave,W 20 St & 8 Ave,66dc36c3-0aca-11e7-82f6-3863bb44ef7c
4840.06,Beaver St & Fayette St,Beaver St & Fayette St,29b21bd8-2459-4727-b1f0-d73592db3321
7528.31,E 106 St & Madison Ave,E 106 St & Madison Ave,66de43a5-0aca-11e7-82f6-3863bb44ef7c
7210.07,21 St & 23 Ave,21 St & 23 Ave,5a24acbb-94ef-4cb5-9db8-f6073ac26a2b
7522.02,1 Ave & E 110 St,1 Ave & E 110 St,0b613329-b8c8-4b8c-ad40-79952aa41157
6227.02,31 St & Thomson Ave,31 St & Thomson Ave,66dd24ca-0aca-11e7-82f6-3863bb44ef7c
4461.01,Clermont Ave & Lafayette Ave,Clermont Ave & Lafayette Ave,66dc0cc7-0aca-11e7-82f6-3863bb44ef7c
5414.07,Delancey St & Eldridge St,Delancey St & Eldridge St,8ea09819-cd88-4732-b047-c0549f0b370f
4033.16,Sterling Pl & Franklin Ave,Sterling Pl & Franklin Ave,2fe3e166-2d2f-41c8-b522-fdf8ee3ae16f
6209.08,46 St & Queens Blvd,46 St & Queens Blvd,ffef95fa-600b-4f08-b2ce-e8eb034ebfd8
5805.05,Barrow St & Hudson St,Barrow St & Hudson St,66db2a71-0aca-11e7-82f6-3863bb44ef7c
6951.03,28 Ave & 35 St,28 Ave & 35 St,3575749f-123a-4a80-870d-7ca7c7f9c8a9
6141.02,72 St & Woodside Ave,72 St & Woodside Ave,062ffe5a-aa91-412d-8210-23d562c7e7f8
3946.07,1 St & 6 Ave,1 St & 6 Ave,8066575c-f8e9-4e14-95ea-8d25ceeae2ca
5947.06,E 15 St & 5 Ave,E 15 St & 5 Ave,1963272613486484230
5785.10,Kent St & McGuinness Blvd,Kent St & McGuinness Blvd,c3b255d8-b690-4825-b1e9-a1d1680e5542
6920.05,W 54 St & 9 Ave,W 54 St & 9 Ave,1888015107269225164
4920.13,South St & Broad St,South St & Broad St,c00ef46d-fcde-48e2-afbd-0fb595fe3fa7
7286.02,E 93 St & 2 Ave,E 93 St & 2 Ave,66dde630-0aca-11e7-82f6-3863bb44ef7c
6727.02,30 Ave & 70 St,30 Ave & 70 St,1828966227118051662
6464.09,E 44 St & Lexington Ave,E 44 St & Lexington Ave,1e226f22-034f-4b99-8184-a8eaa591fbd8
5473.06,Monitor St & Meeker Ave,Monitor St & Meeker Ave,1786696384892428996
7727.07,Amsterdam Ave & W 119 St,Amsterdam Ave & W 119 St,1b00fb53-da32-4b14-9a9a-84a391c8951c
7327.01,Wards Meadow Comfort Station,Wards Meadow Comfort Station,655ad2f2-6bcc-4eee-95a9-4f528c0b81cd
5148.03,Leonard St & Maujer St,Leonard St & Maujer St,66dea596-0aca-11e7-82f6-3863bb44ef7c
4600.09,Bushwick Ave & Linden St,Bushwick Ave & Linden St,74723006-b32f-4590-8cc7-f15eec3808fe
4977.03,65 St & Otto Rd,65 St & Otto Rd,b636a06c-c10e-417a-ac22-14cadb8f8993
4812.02,Nassau St & Navy St,Nassau St & Navy St,66db2db5-0aca-11e7-82f6-3863bb44ef7c
6206.08,E 30 St & Park Ave S,E 30 St & Park Ave S,66dc8d1d-0aca-11e7-82f6-3863bb44ef7c
5159.04,Pike St & Monroe St,Pike St & Monroe St,66db930d-0aca-11e7-82f6-3863bb44ef7c
7484.05,W 87 St & West End Ave,W 87 St & West End Ave,66dde271-0aca-11e7-82f6-3863bb44ef7c
6575.03,E 51 St & 2 Ave,E 51 St & 2 Ave,632b140c-65de-4f50-9cc2-c001ae011aea
5752.09,Greenpoint Ave & West St,Greenpoint Ave & West St,1786687245202023014
7204.08,E 89 St & York Ave,E 89 St & York Ave,66dde3b1-0aca-11e7-82f6-3863bb44ef7c
4125.07,7 Ave & Park Pl,7 Ave & Park Pl,66de5d57-0aca-11e7-82f6-3863bb44ef7c
6750.16,35 St & Broadway,35 St & Broadway,8c2ed08f-1660-4db8-9168-4709427c23ed
8344.09,University Ave & Macombs Rd,University Ave & Macombs Rd,6853d09a-cbd8-4378-bc23-02e8bba0b4da
5225.04,Metropolitan Ave & Flushing Ave,Metropolitan Ave & Flushing Ave,af626e61-9f83-4602-a9b1-038b1c1430e6
6134.13,44 St & Greenpoint Ave,44 St & Greenpoint Ave,ed279ef2-52ee-4ff2-9a52-edd8137ea034
6991.12,E 75 St & 3 Ave,E 75 St & 3 Ave,66dd3fc3-0aca-11e7-82f6-3863bb44ef7c
3811.05,16 St & 4 Ave,16 St & 4 Ave,0eacb768-c7d5-4499-9182-9a1331d9280c
4374.01,Picnic Point,Picnic Point,324af152-33ea-48a7-8bb0-ad8b6f31571f
5755.15,Washington Pl & Greene St,Washington Pl & Greene St,1934749166596673908
5532.01,Mercer St & Spring St,Mercer St & Spring St,66db6d40-0aca-11e7-82f6-3863bb44ef7c
4001.09,St Johns Pl & Washington Ave,St Johns Pl & Washington Ave,add829db-2feb-4e81-af61-056791a6e53b
5076.04,Scholes St & Lorimer St,Scholes St & Lorimer St,1786696564295760054
6964.05,Ditmars Blvd & 73 St,Ditmars Blvd & 73 St,28be450b-7878-4495-add2-61afd94f375a
4623.02,Knickerbocker Ave & Halsey St,Knickerbocker Ave & Halsey St,c0f952d9-538e-4836-b936-fa97123cbf13
7443.17,E 98 St & Park Ave,E 98 St & Park Ave,66dde76a-0aca-11e7-82f6-3863bb44ef7c
6662.01,49 St & 31 Ave,49 St & 31 Ave,92fc1ad7-0867-4655-b02f-ede65d336b14
7100.07,5 Ave & E 72 St,5 Ave & E 72 St,66dd40dd-0aca-11e7-82f6-3863bb44ef7c
5105.01,Liberty St & Broadway,Liberty St & Broadway,66db3583-0aca-11e7-82f6-3863bb44ef7c
8299.03,Wadsworth Ave & W 175 St,Wadsworth Ave & W 175 St,3bf69f3e-23f6-4abe-b5fe-dabe6b0ea066
6629.06,48 St & Broadway,48 St & Broadway,cd5e7c3e-c618-416a-ae99-b509bd56e1b2
4042.08,Underhill Ave & Lincoln Pl,Underhill Ave & Lincoln Pl,c83e1ef5-776e-417e-8ee2-d08ca121f884
5267.09,Roebling St & N 4 St,Roebling St & N 4 St,66dcf640-0aca-11e7-82f6-3863bb44ef7c
3480.04,Parkside Ave & Flatbush Ave,Parkside Ave & Flatbush Ave,a2cf5872-bd4c-4311-832e-d62fd779ecc3
5712.03,Cooper Square & Astor Pl,Cooper Square & Astor Pl,66ddd545-0aca-11e7-82f6-3863bb44ef7c
3762.08,10 St & 7 Ave,10 St & 7 Ave,66ddea99-0aca-11e7-82f6-3863bb44ef7c
4906.07,George St & Wilson Ave,George St & Wilson Ave,f3b359e2-7983-4aaf-b6b0-e3b7d30816a4
4665.02,Willoughby Ave & Tompkins Ave,Willoughby Ave & Tompkins Ave,66dcc8b3-0aca-11e7-82f6-3863bb44ef7c
5351.03,Bayard St & Baxter St,Bayard St & Baxter St,66dbc745-0aca-11e7-82f6-3863bb44ef7c
6873.01,34 Ave & Vernon Blvd,34 Ave & Vernon Blvd,77e31650-e86a-4b06-b2de-b92df2a7a7f5
5584.05,E 7 St & Ave B,E 7 St & Ave B,645e4365-653f-48ce-bc15-5fcc287be56f
6779.05,Broadway & W 53 St,Broadway & W 53 St,66dc2c78-0aca-11e7-82f6-3863bb44ef7c
6884.03,W 56 St & 8 Ave,W 56 St & 8 Ave,c042a307-2d7d-4ee9-95b7-a7505a3428c2
6659.10,E 50 St & Park Ave,E 50 St & Park Ave,70634bc4-4d90-42d4-8f6a-3f29fa8f7f77
6812.06,30 Ave & 41 St,30 Ave & 41 St,2743a950-3a1f-4a58-8fe0-f4105033e0e3
4491.09,Monroe St & Patchen Ave,Monroe St & Patchen Ave,85ba92ab-8d0a-4d17-9d07-0173e16d3b6d
6306.07,W 20 St & 11 Ave,W 20 St & 11 Ave,66dc24b8-0aca-11e7-82f6-3863bb44ef7c
4864.09,Wilson Ave & Troutman St,Wilson Ave & Troutman St,f401cd5f-cb41-41f8-a857-4a4dfe778f94
6140.05,W 21 St & 6 Ave,W 21 St & 6 Ave,66dc120f-0aca-11e7-82f6-3863bb44ef7c
7311.07,W 78 St & Broadway,W 78 St & Broadway,66dd4b91-0aca-11e7-82f6-3863bb44ef7c
7942.21,Riverside Dr & W 138 St,Riverside Dr & W 138 St,01a1343d-9c7b-4a83-8a5a-a600187f19c4
5506.10,Ave D & E 8 St,Ave D & E 8 St,66db46d7-0aca-11e7-82f6-3863bb44ef7c
6176.11,40 St & Queens Blvd,40 St & Queens Blvd,16c54bf4-194b-4f26-9c49-a42901b4748d
3022.01,Cortelyou Rd & E 19 St,Cortelyou Rd & E 19 St,1814907590556515014
6596.10,34 Ave & 45 St,34 Ave & 45 St,9719498d-bd5c-4424-86ac-dfe0795c57d1
3803.05,6 Ave & 12 St,6 Ave & 12 St,66dded7a-0aca-11e7-82f6-3863bb44ef7c
4640.01,Bushwick Ave & Harman St,Bushwick Ave & Harman St,5f0aa684-a1c5-4119-827f-7860f1cd4ccd
6131.13,E 27 St & Park Ave S,E 27 St & Park Ave S,e6c2a46e-431a-4101-af84-870f660ff4cb
6072.06,Greenwich Ave & 8 Ave,Greenwich Ave & 8 Ave,66db631c-0aca-11e7-82f6-3863bb44ef7c
6890.06,W 50 St & 10 Ave,W 50 St & 10 Ave,88e64257-298c-4b8d-8886-77b9b66dcec1
5010.02,Willoughby Ave & Wyckoff Ave,Willoughby Ave & Wyckoff Ave,e612122d-e0fd-4ebf-8d51-0f48f9d1b580
5018.06,Knickerbocker Ave & Thames St,Knickerbocker Ave & Thames St,29223935-a682-411c-9f25-577bbb9804fc
5156.05,S 4 St & Rodney St,S 4 St & Rodney St,66dcf023-0aca-11e7-82f6-3863bb44ef7c
5626.07,E 7 St & Ave A,E 7 St & Ave A,66dc10d1-0aca-11e7-82f6-3863bb44ef7c
5090.06,Harrison Pl & Porter Ave,Harrison Pl & Porter Ave,cac843c2-8b21-47bb-a3b9-712f95d7f7aa
7704.04,Adam Clayton Powell Blvd & W 123 St,Adam Clayton Powell Blvd & W 123 St,b55f9b55-7fa7-4f0f-9732-78cbe07452e1
4826.04,Wallabout St & Kent Ave,Wallabout St & Kent Ave,1869439368558197224
4962.01,Broadway & Battery Pl,Broadway & Battery Pl,66db6da2-0aca-11e7-82f6-3863bb44ef7c
4217.06,Degraw St & 3 Ave,Degraw St & 3 Ave,0109f17a-2378-4500-9648-88bdb31ec612
6581.14,24 St & 38 Ave,24 St & 38 Ave,067d5007-bda5-4697-b0a2-ccc2837f295c
8353.02,Amsterdam Ave & W 180 St,Amsterdam Ave & W 180 St,ceb179f3-89c3-4c3e-8a0a-3415406a9463
6850.01,38 St & 30 Ave,38 St & 30 Ave,54782566-697b-497e-a503-dc1f39963eb2
6748.04,82 St & 30 Ave,82 St & 30 Ave,1828967499459705054
6857.09,31 Ave & 30 St,31 Ave & 30 St,42032bf9-4599-4035-bc01-c80bec1a7122
7057.07,E 78 St & 2 Ave,E 78 St & 2 Ave,66de2274-0aca-11e7-82f6-3863bb44ef7c
7538.14,W 100 St & Manhattan Ave,W 100 St & Manhattan Ave,66de099d-0aca-11e7-82f6-3863bb44ef7c
5057.07,67 Ave & Fresh Pond Rd,67 Ave & Fresh Pond Rd,ed1199e4-d9a6-4d9e-8c81-62bcd7510a11
4778.03,Park Ave & Marcy Ave,Park Ave & Marcy Ave,1947001743402778700
